#meleeweapons																												
Id		Categories	TechLevel	Price	Weight	InventoryWidthSize	ItemClass	WeaponClass	WeaponSubClass	IsImplicit	RequiredAmmo	OverrideAmmo	DefaultAmmoId	Damage	Firemodes	MagazineCapacity	ReloadDuration	ReloadOneClip	DurabilityLossOnThrow	ThrowRange	MeleeCanAmputate	MaxDurability	MinDurabilityAfterRepair	Unbreakable	RepairCategory			
mercury_hmg_staff_1		Mercury	3	1600	10	2	Weapon	Machinegun	Plasma	false	QuasiCells	implicted_quasi_beam	quasi_basic_ammo		14 26 crit 1.6	basic_energy_machinegun_shortauto	6	58	12	16	0	false	198	0	false	mercury_weapon		false
anc_quasi_pistol_1		AnCom	4	800	0.5	2	Weapon	Pistol	Quasi	false	QuasiCells	implicted_shockgun	quasi_basic_ammo		6 20 crit 1.65	basic_rifle_single basic_rifle_burst	3	12	8	8	0	false	90	0	false	tech_weapon		false
army_hmg_1		PlanetBridge FrancheComte DaydreamChems Military	7	1600	10	2	Weapon	Machinegun	Firearm	false	Heavy		rifle_basic_ammo		15 30 crit 1.6	basic_machinegun_shortauto basic_machinegun_auto	6	60	26	16	0	false	200	0	false	firearms_weapon		false
trash_assault_1		Common Prison Miner Worker UnchainedBelt	1	200	3	2	Weapon	AssaultRifle	Firearm	false	Heavy		rifle_basic_ammo		15 30 crit 1.6	basic_rifle_single basic_rifle_burst	6	20	15	12	0	false	150	0	false	firearms_weapon		false
common_assault_1		Common Military Police SBN DaydreamChems PlanetBridge Grasshopper Sunlight FrancheComte ChurchRevelation CoreWard UnchainedBelt	2	600	3.6	2	Weapon	AssaultRifle	Firearm	false	Heavy		rifle_basic_ammo		16 31 crit 1.6	basic_rifle_single basic_rifle_burst	6	20	12	12	0	false	150	0	false	firearms_weapon		false
pmc_assault_1		Military Police AnCom RealWare PlanetBridge SheduThousand Dilthey 	3	600	4.2	2	Weapon	AssaultRifle	Firearm	false	Heavy		rifle_basic_ammo		17 31 crit 1.6	basic_rifle_single basic_rifle_burst	6	20	12	12	0	false	150	0	false	firearms_weapon		false
grh_trucker_assault_1		Grasshopper	4	600	5.2799997	2	Weapon	AssaultRifle	Firearm	false	Heavy		rifle_basic_ammo		16 29 crit 1.6	basic_rifle_single basic_rifle_burst	7	20	15	11	0	false	143	0	false	firearms_weapon		false
pirates_assault_1		UnchainedBelt	4	800	5.3999996	2	Weapon	AssaultRifle	Firearm	false	Heavy		rifle_basic_ammo		19 31 crit 1.75	basic_rifle_single basic_rifle_burst	6	20	15	12	0	false	143	0	false	firearms_weapon		false
civ_common_assault_1		CResistance	4	800	5.9999995	2	Weapon	AssaultRifle	Firearm	false	Heavy		rifle_basic_ammo		20 32 crit 1.6	basic_rifle_single basic_rifle_burst	6	23	20	13	0	false	150	0	false	firearms_weapon		false
fra_security_assault_1		FrancheComte	7	1000	5.9999995	2	Weapon	AssaultRifle	Firearm	false	Heavy		rifle_basic_ammo		21 32 crit 1.6	basic_rifle_single basic_rifle_burst	5	20	9	12	0	false	150	0	false	firearms_weapon		false
pirates_assault_2		UnchainedBelt	6	1000	7.1999993	2	Weapon	AssaultRifle	Firearm	false	Heavy		rifle_basic_ammo		22 32 crit 1.75	basic_rifle_single basic_rifle_burst	6	20	15	12	0	false	143	0	false	firearms_weapon		false
grh_trucker_marksman_1		Grasshopper	3	1200	8.579999	2	Weapon	AssaultRifle	Firearm	false	Heavy		rifle_basic_ammo		21 30 crit 1.6	basic_rifle_single basic_rifle_burst	7	20	8	11	0	false	143	0	false	firearms_weapon		false
military_assault_1		RealWare Grasshopper Military SheduThousand	4	1200	8.4	2	Weapon	AssaultRifle	Firearm	false	Heavy		rifle_basic_ammo		24 33 crit 1.6	basic_rifle_single basic_rifle_burst	6	20	12	12	0	false	150	0	false	firearms_weapon		false
she_common_assault_1		SheduThousand	9	1800	9	2	Weapon	AssaultRifle	Firearm	false	Heavy		rifle_basic_ammo		25 33 crit 1.75	basic_rifle_single basic_rifle_burst	6	20	12	12	0	false	143	0	false	firearms_weapon		false
rwa_military_assault_1		RealWare SheduThousand	8	1800	9.6	2	Weapon	AssaultRifle	Firearm	false	Heavy		rifle_basic_ammo		26 33 crit 1.6	basic_rifle_single basic_rifle_burst	6	20	18	12	0	false	150	0	false	firearms_weapon		false
plasma_shotgun_1		ChurchRevelation	4	800	3	2	Weapon	Smg	Plasma	false	BatteryCells	implicted_plasma_charge	battery_basic_ammo		11 24 crit 1.6500001	basic_energy_smg_single	8	16	3	12	0	false	90	0	false	tech_weapon		false
pmc_pistol_2		Managment Police Dilthey AnCom	1	100	0.5	2	Weapon	Pistol	Firearm	false	Medium		medium_basic_ammo		9 26 crit 1.65	basic_rifle_single basic_rifle_burst	3	12	6	8	0.9	false	150	0	false	firearms_weapon		false
pmc_pistol_1		Managment Worker Miner Common Police Dilthey AnCom	1	100	1.1	2	Weapon	Pistol	Firearm	false	Medium		medium_basic_ammo		10 27 crit 1.65	basic_rifle_single basic_rifle_burst	3	12	4	8	0	false	150	0	false	firearms_weapon		false
pmc_pistol_3		Managment Police Dilthey AnCom	2	200	1.7	2	Weapon	Pistol	Firearm	false	Medium		medium_basic_ammo		11 28 crit 1.65	basic_rifle_single basic_rifle_burst	3	12	12	8	0	false	150	0	false	firearms_weapon		false
civ_pistol_2		CResistance	1	100	0.5	2	Weapon	Pistol	Firearm	false	Bullets		small_basic_ammo		11 31 crit 1.75	basic_rifle_single	5	15	5	9	0	false	150	0	false	firearms_weapon		false
common_pistol_1		Common Worker Miner Managment UnchainedBelt	1	100	1.1	2	Weapon	Pistol	Firearm	false	Bullets		small_basic_ammo		12 32 crit 1.75	basic_rifle_single	5	12	3	8	0	false	150	0	false	firearms_weapon		false
mercury_staff_sniper_1		Mercury	1	300	3	2	Weapon	MarksmanRifle	Quasi	false	QuasiCells	implicted_quasi_beam	quasi_basic_ammo		18 34 crit 1.75	advanced_rifle_single	10	1	1	5	0	true	200	0	false	mercury_weapon		false
ddr_toxic_shotgun_1		DaydreamChems	6	1000	3	2	Weapon	Shotgun	Toxic	false	Toxic	implicted_toxic_shrapnel	toxic_ammo		7 32 crit 1.5	basic_shotgun_single basic_shotgun_burst	3	16	8	12	0	false	100	0	false	tech_weapon		false
laser_marksman_1		SBN Sunlight Science	3	1600	3	2	Weapon	MarksmanRifle	Laser	false	BatteryCells		battery_basic_ammo		13 27 crit 1.65	advanced_energy_rifle_single advanced_energy_rifle_shortauto	7	6	5	12	0	false	121	0	false	laser_weapon		false
sun_laser_sniper_1		Sunlight	5	1800	3.6	2	Weapon	MarksmanRifle	Laser	false	BatteryCells		battery_basic_ammo		12 27 crit 1.65	advanced_energy_rifle_single advanced_energy_rifle_shortauto	7	9	5	12	0.15	false	121	0	false	laser_weapon		false
sun_laser_marksman_1		Sunlight	9	2000	4.2	2	Weapon	MarksmanRifle	Laser	false	BatteryCells		battery_basic_ammo		13 28 crit 1.65	advanced_energy_rifle_single advanced_energy_rifle_shortauto	7	9	5	12	0.15	false	121	0	false	laser_weapon		false
dil_sound_shotgun_1		Dilthey	4	750	6	2	Weapon	Shotgun	Rail	false			implicted_em_blunt_ammo		25 25 crit 1.5	basic_shotgun_single basic_shotgun_burst	3	16	8	12	0	true	50	0	false	tech_weapon		false
laser_pistol_2		Science Sunlight SBN	2	400	0.5	2	Weapon	Pistol	Laser	false	BatteryCells		battery_basic_ammo		6 20 crit 1.65	basic_energy_rifle_single basic_energy_rifle_burst	3	12	2	8	0	false	90	0	false	laser_weapon		false
laser_pistol_1		Science Sunlight SBN	1	400	1.1	2	Weapon	Pistol	Laser	false	BatteryCells		battery_basic_ammo		7 21 crit 1.65	basic_energy_rifle_single basic_energy_rifle_burst	3	12	2	8	0	false	90	0	false	laser_weapon		false
sun_laser_pistol_1		Sunlight	3	600	1.7	2	Weapon	Pistol	Laser	false	BatteryCells		battery_basic_ammo		6 21 crit 1.65	basic_energy_rifle_single basic_energy_rifle_burst	3	15	4	8	0	false	90	0	false	laser_weapon		false
pmc_shotgun_1		Military Managment AnCom	1	200	3	2	Weapon	Shotgun	Firearm	false	Shells		shotgun_shrapnel_ammo		10 40 crit 1.5	basic_shotgun_single basic_shotgun_burst	3	16	6	12	0	false	165	0	false	firearms_weapon		false
pmc_shotgun_2		Military Managment AnCom	2	400	3.6	2	Weapon	Shotgun	Firearm	false	Shells		shotgun_shrapnel_ammo		11 41 crit 1.5	basic_shotgun_single basic_shotgun_burst	3	16	12	12	0	false	165	0	false	firearms_weapon		false
trucker_shotgun_1		Medical Military Managment ChurchRevelation Grasshopper RealWare SheduThousand	2	400	4.2	2	Weapon	Shotgun	Firearm	false	Shells		shotgun_shrapnel_ammo		12 42 crit 1.5	basic_shotgun_single basic_shotgun_burst	3	16	6	12	0	false	165	0	false	firearms_weapon		false
trucker_shotgun_2		Medical Military Managment ChurchRevelation Grasshopper RealWare SheduThousand	3	600	4.7999997	2	Weapon	Shotgun	Firearm	false	Shells		shotgun_shrapnel_ammo		13 43 crit 1.5	basic_shotgun_single basic_shotgun_burst	3	16	12	12	0	false	165	0	false	firearms_weapon		false
trucker_shotgun_3		Medical Military Managment ChurchRevelation Grasshopper RealWare SheduThousand	4	800	5.3999996	2	Weapon	Shotgun	Firearm	false	Shells		shotgun_shrapnel_ammo		14 44 crit 1.5	basic_shotgun_single basic_shotgun_burst	3	16	12	12	0	false	165	0	false	firearms_weapon		false
anc_shotgun_1		AnCom	8	800	5.9999995	2	Weapon	Shotgun	Firearm	false	Shells		shotgun_shrapnel_ammo		15 45 crit 1.65	basic_shotgun_single basic_shotgun_burst	3	16	5	12	0	false	157	0	false	firearms_weapon		false
chu_shotgun_1		ChurchRevelation	9	1400	6.5999994	2	Weapon	Shotgun	Firearm	false	Shells		shotgun_shrapnel_ammo		16 46 crit 1.65	basic_shotgun_single basic_shotgun_burst	3	16	12	12	0	false	157	0	false	firearms_weapon		false
fra_security_shotgun_1		FrancheComte	8	1500	5.999999	2	Weapon	Shotgun	Firearm	false	Shells		shotgun_shrapnel_ammo		17 47 crit 1.5	basic_shotgun_single basic_shotgun_burst	2	16	4	12	0	false	165	0	false	firearms_weapon		false
moon_crossbow_sniper_1		Moon	1	300	3	2	Weapon	MarksmanRifle	Quasi	false	Bolts		quasi_bolts_ammo		22 42 crit 1.45	advanced_rifle_single	10	1	1	5	0.8	true	220	0	false	moon_weapon		false
military_pistol_1		Managment Police Military RealWare SheduThousand	1	100	0.5	2	Weapon	Pistol	Firearm	false	Bullets		small_basic_ammo		9 26 crit 1.65	basic_rifle_single basic_rifle_burst	3	12	7	8	0	false	150	0	false	firearms_weapon		false
military_pistol_2		Managment Police Military RealWare SheduThousand	1	200	1.1	2	Weapon	Pistol	Firearm	false	Bullets		small_basic_ammo		10 27 crit 1.65	basic_rifle_single basic_rifle_burst	3	12	7	8	0	false	150	0	false	firearms_weapon		false
civ_pistol_1		CResistance	2	200	1.7	2	Weapon	Pistol	Firearm	false	Bullets		small_basic_ammo		11 28 crit 1.65	basic_rifle_single basic_rifle_burst	3	15	15	9	0	false	150	0	false	firearms_weapon		false
common_pistol_2		Common Worker Miner Managment UnchainedBelt	2	200	2.3000002	2	Weapon	Pistol	Firearm	false	Bullets		small_basic_ammo		12 29 crit 1.65	basic_rifle_single basic_rifle_burst	3	12	3	8	0.9	false	150	0	false	firearms_weapon		false
common_pistol_3		Common Worker Miner Managment UnchainedBelt	3	300	2.9	2	Weapon	Pistol	Firearm	false	Bullets		small_basic_ammo		13 30 crit 1.65	basic_rifle_single basic_rifle_burst	3	12	3	8	0.9	false	150	0	false	firearms_weapon		false
military_pistol_3		Managment Police Military RealWare SheduThousand	2	400	3.5	2	Weapon	Pistol	Firearm	false	Bullets		small_basic_ammo		14 31 crit 1.65	basic_rifle_single basic_rifle_burst	3	12	7	8	0	false	150	0	false	firearms_weapon		false
fra_security_pistol_1		FrancheComte	1	400	2.8999999	2	Weapon	Pistol	Firearm	false	Bullets		small_basic_ammo		15 31 crit 1.65	basic_rifle_single basic_rifle_burst	2	12	4	8	0	false	150	0	false	firearms_weapon		false
rwa_military_pistol_1		RealWare SheduThousand	5	600	4.7	2	Weapon	Pistol	Firearm	false	Bullets		small_basic_ammo		16 31 crit 1.65	basic_rifle_single basic_rifle_burst	3	12	9	8	0	false	150	0	false	firearms_weapon		false
venus_marksman_1		Tezctlan XiomaraMasks	2	600	3	2	Weapon	MarksmanRifle	Quasi	false	QuasiCells		quasi_basic_ammo		13 27 crit 1.65	advanced_rifle_single advanced_rifle_burst	7	6	6	12	0	false	200	0	false	venus_weapon		false
plasma_hmg_1		SBN CResistance CoreWard	7	2000	10	2	Weapon	Machinegun	Plasma	false	BatteryCells	implicted_plasma_charge	battery_basic_ammo		12 24 crit 1.6	basic_machinegun_shortauto basic_machinegun_auto	6	60	24	16	0	false	121	0	false	tech_weapon		false
mars_urparp_headgun		none	1	100	6	2	Weapon	Shotgun	Quasi	true			implicted_plasma_shrapnel		30 30 crit 1.6	basic_shotgun_single	5	16	9	12	0	false	83	0	true	firearms_weapon		false
firethrower_turret		none	1	100	10	2	Weapon	Turret	Tool	true	Gas	implicted_flamethrower	gas_ammo		8 16 crit 1.75	flamethrower_single	5	999	40	1	0	false	85	0	true	firearms_weapon		false
minigun_turret		none	1	100	10	2	Weapon	Turret	Firearm	true	Heavy		rifle_basic_ammo		18 20 crit 1.5	basic_machinegun_auto	6	999	40	1	0	false	90	0	true	firearms_weapon		false
toxic_launcher_1		none	100	999	1	2	Weapon	Flamethrower	Toxic	false	Toxic		toxic_ammo		99 99 crit 1	basic_pistol_single	7	4	2	4	0	false	45	0	false	tech_weapon		false
mars_flamehead		none	1	100	1	2	Weapon	Flamethrower	Quasi	true			implicted_flamethrower		20 30 crit 1.75	flamethrower_single	5	80	40	6	0	false	135	0	true	firearms_weapon		false
grenade_launcher_1		Sunlight CoreWard CResistance Military	7	2000	4	2	Weapon	GrenadeLauncher	Launcher	false	Heavy		rifle_basic_ammo	frag_grenade	99 99 crit 1	basic_grenade_single	10	6	3	3	0	true	60	0	false	firearms_weapon	frag_grenade qwasi_grenade thermal_grenade stun_grenade hellfire_grenade	false
worker_harpoon_1		none	100	999	1	2	Weapon	Harpoonthrower	Tool	false	Heavy		rifle_basic_ammo		99 99 crit 1	basic_pistol_single	7	4	2	4	0	false	45	0	false	engineering_weapon		false
moon_harpoon_1		none	100	999	1	2	Weapon	Harpoonthrower	Tool	false	Heavy		rifle_basic_ammo		99 99 crit 1	basic_pistol_single	7	4	2	4	0	false	45	0	false	engineering_weapon		false
tech_hfg_1		SBN CResistance	10	4000	6	2	Weapon	HFG	Laser	false	BatteryCells		battery_basic_ammo		80 100 crit 2	energy_hfg_single	10	40	20	6	0	false	60	0	false	tech_weapon		false
laser_turret		none	1	100	10	2	Weapon	Turret	Laser	true	BatteryCells		battery_basic_ammo		16 18 crit 1.6	basic_energy_rifle_single	7	999	40	1	0	false	75	0	true	firearms_weapon		false
mars_grenade_launcher		none	1	100	1	2	Weapon	GrenadeLauncher	Quasi	true	Heavy		rifle_basic_ammo	frag_grenade	99 99 crit 1	basic_grenade_single	6	6	3	3	0	false	135	0	true	firearms_weapon		false
worker_disctrower_1		CoreWard Worker CResistance	3	1500	9	2	Weapon	Discthrower	Tool	false	SawBlade		sawblade_ammo		20 40 crit 1.6	basic_sawtrower_single	6	12	6	12	0	false	150	0	false	engineering_weapon		false
sbn_rail_pistol_1		SBN	2	800	4.6	2	Weapon	Pistol	Rail	false			implicted_em_ammo		20 20 crit 1.6	basic_rifle_burst basic_rifle_single	3	12	0	8	0.9	true	40	0	false	rail_weapon		false
worker_flametrower_1		CoreWard PlanetBridge Worker Miner CResistance	3	1400	9	2	Weapon	Flamethrower	Tool	false	Gas	implicted_flamethrower	gas_ammo		16 18 crit 1.3	flamethrower_single	4	60	30	12	0	false	200	0	false	engineering_weapon		false
venus_blowpipe_1		Tezctlan XiomaraMasks	1	600	3.5	2	Weapon	MarksmanRifle	Quasi	false	Darts		quasi_darts_ammo		20 40 crit 1.45	advanced_rifle_single	10	1	1	6	0.9	true	200	0	false	venus_weapon		false
army_pistol_1		Common Prison Police Military DaydreamChems	1	100	1	2	Weapon	Pistol	Firearm	false	Shells		shotgun_shrapnel_ammo		11 31 crit 1.65	basic_shotgun_single	5	6	2	3	0	true	150	0	false	firearms_weapon		false
toxic_thrower_1		PlanetBridge DaydreamChems Science	3	2000	9	2	Weapon	Flamethrower	Toxic	false	Toxic	implicted_toxicthrower	toxic_ammo		6 18 crit 1.3	toxicthrower_single	5	60	30	12	0	false	90	0	false	tech_weapon		false
cor_worker_flametrower_1		CoreWard	4	2000	9.5	2	Weapon	Flamethrower	Tool	false	Gas	implicted_flamethrower	gas_ammo		6 18 crit 1.3	flamethrower_single	5	80	40	12	0	false	150	0	false	engineering_weapon		false
trucker_marksman_1		Military Managment Police ChurchRevelation	1	600	3	2	Weapon	MarksmanRifle	Firearm	false	Heavy		rifle_basic_ammo		22 40 crit 1.75	advanced_rifle_single	10	1	1	6	0	true	200	0	false	firearms_weapon		false
chu_meltatrower_1		ChurchRevelation	5	2500	10	2	Weapon	Flamethrower	Plasma	false	Gas	implicted_plasma_charge	gas_ammo		5 15 crit 1.3	plasma_energy_burst plasma_energy_shortauto	5	40	20	12	0	false	150	0	false	engineering_weapon		false
cor_worker_disctrower_1		CoreWard	4	1800	9	2	Weapon	Discthrower	Tool	false	SawBlade		sawblade_ammo		16 32 crit 1.45	advanced_sawtrower_single advanced_sawtrower_burst	6	15	7	12	0	false	120	0	false	engineering_weapon		false
military_shotgun_1		Military RealWare SheduThousand	3	600	3.5	2	Weapon	Shotgun	Firearm	false	Shells		shotgun_shrapnel_ammo		17 48 crit 1.65	basic_shotgun_single basic_shotgun_burst	3	2	1	6	0	true	165	0	false	firearms_weapon		false
she_military_minigun_1		SheduThousand	8	2500	9	2	Weapon	Minigun	Firearm	false	Shells		shotgun_shrapnel_ammo		15 30 crit 1.45	basic_shotgun_single basic_shotgun_burst	5	60	20	18	0	false	300	0	false	firearms_weapon		false
cor_laser_sniper_1		CoreWard	5	1200	18	2	Weapon	Minigun	Laser	false			battery_basic_ammo		12 12 crit 1.3	advanced_energy_machinegun_shortauto	5	1	0	3	0	false	65	0	false	laser_weapon		true
laser_sniper_1		SBN PlanetBridge Science	9	1800	3.5	2	Weapon	MarksmanRifle	Laser	false	BatteryCells		battery_basic_ammo		16 32 crit 1.75	advanced_rifle_single advanced_energy_sniper_burst	9	6	3	12	0.15	false	105	0	false	laser_weapon		false
#end																												
																												
#ammo																												
Id		Categories	TechLevel	Price	Weight	InventoryWidthSize	ItemClass	MaxStack	BallisticType	MinAmmoAmount	MaxAmmoAmount	AmmoType	DmgType	DmgCritChance	AccuracyMult	DamageMult	BulletCastsPerShot	TargetBurningChance	TileBurningChance	TileToxicLiquidChance	PierceCreaturesChance	ThrowBackChance	StunChance	StunDuration				
small_basic_ammo		Common Worker Miner Military Police Medical Science CResistance UnchainedBelt	1	4	0.01	1	Ammo	80	Ballistic	10	20	Bullets	blunt	0.03	1	1	1	0	0	0	0	0.2	0	0				
small_burst_ammo		Common Worker Miner Military Police Medical Science	2	6	0.01	1	Ammo	80	Ballistic	10	20	Bullets	explosion	0.06	1	0.9	1	0.2	0.1	0	0	0.2	0	0				
small_expansive_ammo		Common Worker Miner Military Police Medical Science	3	8	0.01	1	Ammo	80	Ballistic	10	20	Bullets	lacer	0.16	1	1.1	1	0	0	0	0	0	0	0				
nail_bolts_ammo		Common Worker Miner CResistance	1	1	0.01	1	Ammo	80	Ballistic	10	20	Bolts	pierce	0.24	1	1	1	0	0	0	0.8	0	0	0				
medium_basic_ammo		Common Worker Miner Military Police Medical Science CResistance UnchainedBelt	1	5	0.02	1	Ammo	60	Ballistic	10	20	Medium	pierce	0.03	1	1	1	0	0	0	0.4	0	0	0				
medium_police_ammo		Common Police	1	5	0.02	1	Ammo	60	Ballistic	10	20	Medium	blunt	0.06	1	1.1	1	0	0	0	0	0.25	0	0				
shotgun_bullet_ammo		Common Worker Miner Military Police Medical Science	2	6	0.03	1	Ammo	50	Ballistic	10	20	Shells	blunt	0.06	1	0.8	1	0	0	0	0.2	0.3	0	0				
shotgun_shrapnel_ammo		Common Worker Miner Military Police Medical Science CResistance UnchainedBelt	1	5	0.03	1	Ammo	50	Ballistic	10	20	Shells	lacer	0.16	1	1	4	0	0	0	0	0.1	0	0				
shotgun_flechette_ammo		ChurchRevelation	4	10	0.03	1	Ammo	50	Ballistic	10	20	Shells	pierce	0.24	1	1.05	4	0	0	0	0.8	0	0	0				
shotgun_explosion_ammo		ChurchRevelation	6	12	0.03	1	Ammo	50	Ballistic	10	20	Shells	explosion	0.16	1	0.9	4	0.2	0.1	0	0	0.2	0	0				
shotgun_dragon_ammo		ChurchRevelation	8	14	0.03	1	Ammo	50	Ballistic	10	20	Shells	fire	0.16	1	0.9	4	0.2	0.8	0	0	0.15	0	0				
rifle_basic_ammo		Common Worker Miner Military Police Medical Science CResistance UnchainedBelt	1	8	0.02	1	Ammo	50	Ballistic	10	20	Heavy	pierce	0.03	1	1	1	0	0	0	0.6	0	0	0				
rifle_armorpierce_ammo		Common Military Police	4	12	0.02	1	Ammo	50	Ballistic	10	20	Heavy	pierce	0.05	1	1.2	1	0	0	0	0.95	0	0	0				
rifle_plasma_ammo		SheduThousand	6	16	0.02	1	Ammo	50	Ballistic	10	20	Heavy	plasma	0.05	1	0.95	1	0.8	0	0	0.6	0	0	0				
battery_basic_ammo		Common Military Medical Science CResistance	2	10	0.02	1	Ammo	40	Ballistic	10	20	BatteryCells	beam	0.06	1	1	1	0.2	0	0	0.7	0	0	0				
dil_battery_ammo		Dilthey	2	12	0.015	1	Ammo	60	Ballistic	10	20	BatteryCells	beam	0.16	1	0.9	1	0.2	0	0	0.8	0	0	0				
battery_crafted_ammo		Common Worker Medical Science CResistance	1	3	0.02	1	Ammo	40	Ballistic	10	20	BatteryCells	beam	0.12	1	0.95	1	0.1	0	0	0.5	0	0	0				
*gas_ammo		Common Worker Miner CResistance	1	1	0.04	1	Ammo	60	Ballistic	10	20	Gas	fire	0	1	1	6	0.8	0.8	0	0	0	0	0				
sawblade_ammo		Common Worker Miner	1	2	0.04	1	Ammo	20	Richoshet	10	20	SawBlade	lacer	0.16	1	1	1	0	0	0	0.85	0	0	0				
quasi_basic_ammo		Tezctlan XiomaraMasks	1	2	0.04	1	Ammo	40	Ballistic	10	20	QuasiCells	poison	0.05	1	1	1	0	0	0	0.2	0	0	0				
quasi_darts_ammo		Tezctlan XiomaraMasks	1	2	0.02	1	Ammo	40	Ballistic	10	20	Darts	pierce	0.15	1	1	1	0	0	0.3	0	0	0	0				
quasi_bolts_ammo		Moon	1	2	0.04	1	Ammo	30	Ballistic	10	20	Bolts	pierce	1	1	1	1	0	0	0	1	0	0	0				
quasi_harpoons_ammo		Moon	100	2	0.04	1	Ammo	20	Ballistic	10	20		pierce	1	1	1	1	0	0	0	1	0	0	0				
quasi_energy_ammo		Mercury	1	4	0.04	1	Ammo	30	Ballistic	10	20	BatteryCells	plasma	0.3	1	1.2	1	1	0.4	0	0	0	0	0				
toxic_ammo		Common Worker Miner Medical Science	1	1	0.01	1	Ammo	60	Ballistic	10	20	Toxic	poison	0.08	1	1	1	0	0	0.25	0	0	0	0				
heavy_basic_ammo		UnchainedBelt	8	14	0.05	1	Ammo	30	Ballistic	10	20	SuperHeavy	blunt	0.06	1	1	1	0	0	0	0	0.25	0	0				
heavy_flack_ammo		UnchainedBelt	8	18	0.05	1	Ammo	30	Ballistic	10	20	SuperHeavy	pierce	0.16	1	1.6	4	0	0	0	0	0.1	0	0				
implicted_em_ammo		none	1	100	1	1	Ammo	0	Ballistic	0	0	Bolts	pierce	0.05	1	1	1	0	0	0	0.8	0	0	0				
implicted_em_blunt_ammo		none	1	100	1	1	Ammo	0	Ballistic	0	0	Bolts	blunt	0.03	1	1	1	0	0	0	0.2	0.2	0	0				
implicted_combat_knife		none	1	100	1	1	Ammo	50	Ballistic	0	0		pierce	0.12	1	1	1	0	0	0	0	0	0	0				
implicted_knife		none	1	100	1	1	Ammo	50	Ballistic	0	0		pierce	0.05	1	1	1	0	0	0	0	0	0	0				
implicted_club		none	1	100	1	1	Ammo	50	Ballistic	0	0		blunt	0.06	1	1	1	0	0	0	0	0.3	0	0				
implicted_shockclub		none	1	100	1	1	Ammo	50	Ballistic	0	0		shock	0.1	1	1	1	0	0	0	0	0.3	0	0				
implicted_shockgun		none	1	100	1	1	Ammo	50	Ballistic	0	0		shock	0	1	1	1	0	0	0	0	0	0	0				
implicted_coldgun		none	1	100	1	1	Ammo	50	Ballistic	0	0	BatteryCells	cold	0.06	1	1	1	0	0	0	0	0	0	0				
implicted_heavy_axe		none	1	100	1	1	Ammo	50	Ballistic	0	0		lacer	0.03	1	1	1	0	0	0	0	0.6	0	0				
implicted_katana		none	1	100	1	1	Ammo	50	Ballistic	0	0		lacer	0.24	1	1	1	0	0	0	0	0	0	0				
implicted_body_part		none	1	100	1	1	Ammo	50	Ballistic	0	0		blunt	0.03	1	1	1	0	0	0	0	0.2	0	0				
implicted_xiomara_range		none	1	100	1	1	Ammo	50	Ballistic	0	0		poison	0	1	1	1	0	0	0	0	0	0	0				
implicted_flamethrower		none	1	100	1	1	Ammo	0	Flame	0	0		fire	0	1	1	1	1	0.8	0	0	0	0	0				
implicted_sawblade		none	1	100	1	1	Ammo	0	Ballistic	0	0		lacer	0.12	1	1	1	0	0	0	0	0	0	0				
implicted_toxic_shrapnel		none	1	100	1	1	Ammo	50	Ballistic	10	20	Toxic	poison	0.08	1	1	4	0	0	0.25	0	0.2	0	0				
implicted_coldgun_shrapnel		none	1	100	1	1	Ammo	50	Ballistic	10	20	BatteryCells	cold	0.06	1	1	4	0	0	0	0	0.2	0	0				
implicted_energy_shrapnel		none	1	100	1	1	Ammo	50	Ballistic	10	20		plasma	0.06	1	1	4	0.8	0	0	0.4	0.2	0	0				
implicted_plasma_shrapnel		none	1	100	1	1	Ammo	50	Ballistic	10	20		plasma	0.06	1	1	4	0.8	0	0	0.4	0.2	0	0				
implicted_plasma_charge		none	1	100	1	1	Ammo	40	Ballistic	10	20		plasma	0.06	1	1	1	0.2	0	0	0.7	0	0	0				
implicted_toxicthrower		none	1	100	1	1	Ammo	0	ToxicFlame	0	0		poison	0	1	1	1	0	0	0.8	0	0	0	0				
implicted_quasi_beam		none	1	100	1	1	Ammo	20	Ballistic	10	20	QuasiCells	beam	0.05	1	1	1	0	0	0	0.2	0	0	0				
#end																												
																												
#backpacks																												
Id		Categories	TechLevel	Price	Weight	InventoryWidthSize	ItemClass	Width	Height	DropChanceOnBroken	MaxDurability	MinDurabilityAfterRepair	Unbreakable	RepairCategory	AddServoArm	TotalItemsWeightMult	ReloadTurnBonus											
small_backpack_1		Common Worker Miner Military Police Medical Science CResistance UnchainedBelt SheduThousand	1	20	1	1	Backpack	6	2	0.08	100	0	FALSE	cloth	FALSE	0.6	0											
medium_backpack_1		Managment Military Police SheduThousand	2	500	2	1	Backpack	6	3	0.08	150	0	FALSE	cloth	FALSE	0.8	0											
big_backpack_1		Military RealWare SheduThousand	3	1500	4	1	Backpack	6	4	0.08	200	0	FALSE	cloth	FALSE	1	0											
servo_backpack_1		Worker Miner CResistance	1	500	3	1	Backpack	6	2	0.08	150	0	FALSE	engineering_weapon	TRUE	0.7	1											
sun_servo_backpack_1		Sunlight	4	1500	4	1	Backpack	5	2	0.08	200	0	FALSE	engineering_weapon	TRUE	0.5	1											
#end																												
																												
#vests																												
